timestamp,id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2026-05-10 20:41:14.480,1,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.490,2,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.500,3,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.510,4,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.520,5,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.530,6,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.540,7,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.550,8,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.560,9,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.570,10,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.580,11,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.590,12,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.600,13,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.610,14,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.620,15,-0.036192663,0.13261467,1.0446483,0.0,0.0,0.0
2026-05-10 20:41:14.630,16,-0.022869522533333336,0.13238022,1.0494393666666666,0.0,0.0,0.0
2026-05-10 20:41:14.640,17,0.0037767584,0.13191132,1.0590215,0.0,0.0,0.0
2026-05-10 20:41:14.650,18,0.0037767584,0.13191132,1.0590215,0.0,0.0,0.0
2026-05-10 20:41:14.660,19,0.0037767584,0.13191132,1.0590215,0.0,0.0,0.0
2026-05-10 20:41:14.670,20,0.0037767584,0.13191132,1.0590215,0.0,0.0,0.0
2026-05-10 20:41:14.680,21,0.0037767584,0.13191132,1.0590215,0.0,0.0,0.0
2026-05-10 20:41:14.690,22,0.005983689933333334,0.13303262333333332,1.0618094333333332,0.0,0.0,0.0
2026-05-10 20:41:14.700,23,0.010397553,0.13527523,1.0673853,0.0,0.0,0.0
